material,rookOpenFiles,semiOpenFiles,centerControl,pawnShield,bishopPair,battery,doublePawnPenalty,kingTropism,doubleCheck,fork,pin,trappedPiece,val
2.9105606813573104e-12,0,0,0,0,-2.7755575615628914e-17,0.25,0,0,0,0,0,-0.19999999999999996,-3.96
0,0,0,0.15,0,-2.7755575615628914e-17,5.551115123125783e-17,0,-0.12,0,0,0,-0.4,2.35
-1.9999999999970894,0,-0.2,0.15,0,0.1333333333333333,0.7,0.3,-0.03,0,0,0,0.4,-2.05
-20.69999999999709,0,0,-0.15,0,0.5166666666666666,-0.65,-0.04999999999999999,0,0,0,0,0.2,8.08
-10.3,0,0.2,0.3,0,-0.2,0.09999999999999992,-0.7,0.09,0,0,0,0.2,-4.33
1.0000000000029106,0,0,0.15,0,-0.05000000000000002,-0.25,0,0.03,0,0,0,0,-5.92
-25.80000000000291,0.35,-0.2,0,0,-0.18333333333333335,-0.45,-1.15,0,0,0,0,0,6.86
-7,0,0,0,0,0.23333333333333334,-0.7,0.3,-0.15,0,0,0.3,0,4.6
3.4999999999956346,0,0.2,0,0,-0.31666666666666665,0,0.5,0.15,0,0,0,-0.2,-5.36
-1,0,0,0.15,0,0.05000000000000002,0,-0.3,0,0,0,0,0,-5.52
1.0000000000029106,0,0,-0.15,0,0.016666666666666663,0,0,0.24,0,0,0.3,0.4000000000000001,5.93
-1,0,0,-0.15,0,0.01666666666666669,0.8,0,0,0,0,0,-0.6,-5.26
-1.9999999999970894,0,0.2,0.15,0,0.16666666666666669,0.25,-0.15,-0.09,0,0,0,0.20000000000000007,0.29
5.823785897973721e-12,0,0,0,0,0.09999999999999998,0.4500000000000001,0,0.12,0,0,0,0.6,1.36
2.8000000000029104,0,0,0.3,0,0.30000000000000004,-0.04999999999999999,0,0.03,0,0,0,0,-3.04
-3.8,0,0,0.3,0,-0.25,0.8500000000000001,0,0,0,0,0,-0.20000000000000007,-7.51
1,0,0.2,0,0,-0.08333333333333329,-0.8999999999999999,0,-0.03,0,0,0,0.19999999999999996,2.03
2,0,0,0,0,-0.10000000000000002,0.15000000000000002,0.35,0.18,0,0,-0.3,-0.20000000000000007,-3.94
1.0000000000029106,0,0,0.15,0,0.04999999999999993,5.551115123125783e-17,0,0.24,0,0,0.3,0.2,-6.02
5,0,-0.2,0.15,0,0.050000000000000044,5.551115123125783e-17,0,-0.03,0,0,0,0,-3.11
0,0,0,-0.15,0,-0.25000000000000006,0.6500000000000001,0,0.06,0,0,0,-0.20000000000000007,-5.59
1.0000000000058202,0,0,-0.15,0,0.016666666666666635,-0.4,0.3,0.12,0,0,0.3,0.20000000000000007,-4.24
1.0000000000029106,0,0,0,0,-0.016666666666666663,-0.19999999999999996,0.15,-0.06,0,0,0,0,-1.25
-22.5,0,0,0,0,-0.033333333333333326,0.25,0,-0.18,0,0,0,0,-7.45
2.9105606813573104e-12,0,0,0.15,0,0.21666666666666667,-0.6000000000000001,0,0.04,0,0,0,-0.19999999999999996,-1.83
1.0000000000029106,0,0,0.15,0,-0.01666666666666669,0.25,0.15,0,0,0,0,0,-2.35
-4.000000000004365,0,0,0.15,-0.14999999999999997,-0.06666666666666665,0.09999999999999992,0.5,-0.21,0,0,0,-0.4000000000000001,0
2.9105606813573104e-12,0,0,0.15,0,0.03333333333333327,0.4000000000000001,0,0,0,0,0,0.6,0
2.0000000000029106,0,0.2,0,0,-0.1,-0.15000000000000002,0.19999999999999998,0,0,0,0,0,-5.84
2.9105606813573104e-12,0,0,-0.15,0,-0.21666666666666673,0.25,0,0,0,0,0,0,-1.28
-3.8,0,-0.2,0,0,-0.21666666666666667,1.3499999999999999,-0.65,-0.33999999999999997,0,0,0,-0.4,-1.49
-1.9999999999970894,0,0.2,-0.15,0,0.16666666666666663,-0.2,-0.15,0,0,0,0.3,-0.2,-4.38
-0.9999999999970894,0,0,0.15,0,0.016666666666666663,-0.5,0.15,0,0,0,0,0.19999999999999996,-2.89
0,0,0,-0.15,0,0,0.4500000000000001,0,-0.03,0,0,-0.3,0,-3.61
16.2,0,0,0,0,0.033333333333333354,0.8500000000000001,0.15,0.12,0,0,0,0.2,6.02
22.30000000000291,0,0,0.3,0,0.3666666666666666,0.4000000000000001,0,0.06,0,0,0,0.4,7.16
-19.000000000001457,0,0,0,0,-0.04999999999999996,-1.0999999999999999,0,0,0,0,0,0,-4.88
16.50000000000291,0,-0.2,0,0,0.06666666666666671,0.25,0,0,0,0,0,0,-3.42
2.5000000000029106,-0.35,0,0,0,-0.15000000000000002,0.4000000000000001,-0.15,-0.04,0,0,0,-0.2,-5.8
-2.9999999999970894,0,0,0,0,-0.06666666666666665,0.4500000000000001,0.15,0.12,0,0,-0.3,0.6000000000000001,-6.6
2.9105606813573104e-12,0,0,0,0,0.033333333333333326,5.551115123125783e-17,0,0.06,0,0,0,-0.4000000000000001,-3.46
1.000000000005823,0,0,0,0.29999999999999993,-0.01666666666666669,-0.15000000000000002,0,0.06,0,0,-0.3,0,4.5
1.0000000000029106,0,-0.2,-0.15,0,-0.05000000000000002,0.49999999999999994,0.3,-0.06,0,0,-0.3,-0.4000000000000001,-4.91
0,0,0,0,0,-0.25000000000000006,0.2500000000000001,0,0.06,0,0,0,0.2,-4.88
1.0000000000029106,0,0,0,0,0.016666666666666663,-0.25,-0.15,0.06,0,0,-0.3,0,3.22
2.8000000000029104,0,0,-0.15,0,0.26666666666666666,0.04999999999999999,0,0.06,0,0,0.3,0.4,-7.95
-23,0,0,-0.15,0,0.05000000000000007,0,-0.35,-0.24,0,0,0,-0.2,7.78
1,0,-0.2,-0.15,-0.14999999999999997,0.16666666666666669,-1.2999999999999998,-0.15,-0.010000000000000002,0,0,0,-0.2,-7.99
-1,0,0,-0.15,0,0.08333333333333333,-0.65,-0.15,-0.06,0,0,0.3,0.20000000000000007,-5.1
0,0,0,-0.15,0,-0.0333333333333333,-0.3,0,0,0,0,0,-0.20000000000000007,-1.35
9.5,0,0,0,0,-0.35,0.25,0.8,-0.03,0,0,0,-0.6000000000000001,5.72
24.299999999995634,0,-0.2,-0.15,-0.14999999999999997,0.15000000000000008,0.7,-0.15,-0.14,0,0,0,-0.6000000000000001,-5.49
-7.3,0,0,-0.15,0,0.09999999999999998,-0.09999999999999998,-0.75,-0.06,0,0,0,0,-7.16
2.9096725029376103e-12,0,0,0,0,0,0.45,0,0,0,0,-0.3,0.8,-7.48
6.00000000000291,0,0,-0.15,0,-0.13333333333333336,0,0.04999999999999999,0.06,0,0,0,0.2,-9.32
-1.0000000000043663,0,0,0.3,0,-0.016666666666666635,0.6500000000000001,-0.15,-0.06,0,0,0,0,-5.4
-3.8,0,0,0,0,-0.18333333333333338,0.0500000000000001,-0.15,0,0,0,0,0.4000000000000001,-2.9
-2.8000000000029104,0,-0.2,0.15,0,-0.2666666666666667,0.20000000000000007,0,-0.15,0,0,0,0,-5.53
17.999999999992724,0,0,0,0,0.033333333333333354,0,-0.3,-0.09,0,0,0,-0.4000000000000001,-2.84
-20.000000000001457,0,0,0.15,0,0.033333333333333326,-0.25,0,0,0,0,0,0.4,6.53
2.9105606813573104e-12,0,0,-0.15,0,-0.033333333333333326,0.20000000000000007,0,-0.06,0,0,0,-0.20000000000000007,-0.88
1,0,0,0.3,0,-0.05000000000000002,0.6000000000000001,0.15,0,0,0,0,-0.2,2.4
-1.2999999999999998,0,-0.2,-0.15,0.14999999999999997,-0.3,0.45,-0.15,0.12,0,-0.4,0,0,-1.97
18,0,0,0,0,0.10000000000000003,0.6500000000000001,0.15,0.18,0,0,-0.3,0,-9.47
0,0,0,0.15,0,-0.033333333333333326,0.04999999999999999,0,0,0,0,0,0.2,-4.34
2.9105606813573104e-12,0,0,0,0,-0.033333333333333326,-0.15000000000000002,0,-0.03,0,0,0,0,-0.5
2.80000000000582,0,0,-0.15,0,0.26666666666666666,0.49999999999999994,-0.5,0.13,0,0,0,0,-5.86
11.50000000000582,0,0,-0.15,-0.14999999999999997,0.19999999999999996,-0.65,0,0.21,0,0,0,0.4,3.17
2.9105606813573104e-12,0,0,0,0,-0.033333333333333354,0.2500000000000001,0,0,0,0,0,-0.6,-1.76
2.9105606813573104e-12,0,0,-0.15,0,0.033333333333333326,-0.2,0,0,0,0,-0.3,0,-1.38
4,0.35,0,-0.15,0,0.16666666666666663,0.45,0.19999999999999998,-0.009999999999999995,0,0,0,-0.2,5.91
0,0,0,-0.3,0.14999999999999997,0.033333333333333326,0.04999999999999999,0,0.09,0,-0.4,0,-0.6,-4.09
2.9105606813573104e-12,0,0,0,0,-0.033333333333333326,0.20000000000000007,0,0,0,0,0,0,-1.21
-2,0,0,0,0,0.16666666666666669,-0.35000000000000003,0,0.18,0,0,0.3,0,-6.08
1.9999999999956346,0,-0.2,0,0,-0.10000000000000003,-0.8500000000000001,0.15,0,0,0,0,0.19999999999999996,-3.64
1.0000000000058202,0,-0.2,-0.15,0,-0.01666666666666672,0.04999999999999999,0,0.06,0,0,0,0.20000000000000007,-1.59
-1,0,0,-0.44999999999999996,0,0.05000000000000002,5.551115123125783e-17,0,-0.15,0,0,0,0,0.51
-0.9999999999970894,0,0,-0.15,0,0.1166666666666667,5.551115123125783e-17,-0.3,-0.06,0,0,-0.3,-0.4,-7.65
2.9105606813573104e-12,0,0,0,0,0,-0.8999999999999999,0,0,0,0,0,-0.2,-0.47
-17.69999999999418,0,-0.2,-0.15,0,-0.11666666666666667,-0.4,-0.15,0,0,0,0,-0.20000000000000007,-5.63
1.0000000000029106,0,0,0,0,-0.04999999999999999,-0.04999999999999999,0.3,0,0,0,0,0.19999999999999996,2.33
3.800000000005821,0,0,-0.15,0,0.29999999999999993,-0.2,0.15,0,0,0,0,0.2,-3.64
-7.275957614183426e-12,0,0,0.15,0,-0.08333333333333334,0.2,0,0.12,0,0,-0.3,-0.2,-6.92
0,0,0,-0.15,0,2.7755575615628914e-17,0.8500000000000001,0,0.03,0,0,0,-0.2,-4.99
-3.5,0,0.2,0.15,0,0.14999999999999997,0.15000000000000002,0,0,0,0,0,0,-6.3
19.00000000000291,0,0.2,0,0,0.016666666666666663,0.25,-0.3,0,0,0,0,0.4,-8.06
2.9105606813573104e-12,0,0,0,0,0.033333333333333326,-0.2,0,0,0,0,0,-0.2,0.01
-4.3653969328261155e-12,0,0,-0.3,0,-0.033333333333333326,0.15000000000000002,0,-0.04,0,0,0,-0.4000000000000001,2.58
18.00000000000291,0,0,0,0,0.10000000000000003,1.0999999999999999,0.3,0,0,0,0,0,-7.57
-6.500000000001456,0,0,0.15,0.14999999999999997,0.04999999999999999,0.15000000000000002,0.35,-0.06,0,0,0,0.4000000000000001,-3.83
-25.29999999999709,0,0.2,-0.15,0,0,0.04999999999999999,-0.15,0,0,0,0,-0.2,4.4
-0.2999999999999998,0,0,0,0,-0.44999999999999996,0.0500000000000001,0,-0.03,0,0,0,0.2,-0.93
2,0,0,0,0,0.1166666666666667,-0.7,0.19999999999999998,0.12,0,0,0.3,-0.2,-7.01
2.9105606813573104e-12,0,0,0,0,0.033333333333333326,0.2500000000000001,0,0,0,0,0,0.20000000000000007,0.8
5.823785897973721e-12,0,0,0,0,-2.7755575615628914e-17,-0.25,0,0,0,0,0,-0.19999999999999996,0.55
-1.4999999999970903,0,0,0,0,-0.13333333333333333,-0.8500000000000001,-0.15,0.06,0,0,0,0.6000000000000001,3.7
2.9105606813573104e-12,0,0,0.3,0,0.06666666666666671,0.49999999999999994,0,0.06,0,0,0,0.20000000000000007,-5.64
19,0,0.2,-0.15,0,0.05000000000000002,-0.4,0.15,0,0,0,0,0.2,-7.38
2.9105606813573104e-12,0,0,0.3,0,2.7755575615628914e-17,-0.3,0,0,0,0,0,0.20000000000000007,-3.77
-22.8,0,-0.2,-0.15,0,-0.26666666666666666,0,0.19999999999999998,-0.09,0,0,0,0.2,-8.26
-2,0,0.2,0.15,0,0.10000000000000003,-0.15000000000000002,0,0,0,0,0,0,-3.39
-14,0,-0.2,0.3,0,0.06666666666666662,-0.45,-0.3,0.06,0,0,0,0.2,-3.72
0,0,0,-0.15,0,0.033333333333333326,0.6500000000000001,0,0,0,0,0,-0.20000000000000007,-0.52
20.00000000000291,0,0,0.15,0,0.03333333333333338,0.2,0,0.03,0,0,0.3,-0.20000000000000007,6.87
-1.5,0,0,0,0.14999999999999997,0.21666666666666667,-0.75,0.19999999999999998,0.08,0,0,0.3,-0.2,3.4
0,0,0.2,0.15,0,0.16666666666666669,-0.25,0.15,0.15,0,0,0,-0.2,-5.06
-1,0,0.2,-0.15,0,0.26666666666666666,0.45,0,-0.12,0,-0.4,0,-0.4,4.4
2.5000000000029097,0,0,0,0,-0.11666666666666668,5.551115123125783e-17,0.15,0.12,0,0,0.3,0.4000000000000001,-8.01
0.9999999999956346,0,0,0.15,0,-0.050000000000000044,0.8999999999999999,0.15,0,0,0,0,-0.2,-1.74
20.999999999995634,0,0,0,0,-0.050000000000000044,0.35000000000000003,0.44999999999999996,0,0,0,0,-0.2,-6.28
-3.5,0,0.2,0.15,0,0.06666666666666671,-0.25,-0.15,0,0,0,0,0.2,2.95
2,0,-0.2,0,0,0.1833333333333333,0.45,-0.6,-0.06,0,0,0,-0.2,-6.51
5.823785897973721e-12,0,0,0.15,0,-0.1833333333333334,-0.2,0,0.03,0,0,0,0.4000000000000001,-4.58
-3.5,-0.35,0,0.15,0,0.16666666666666666,0.6000000000000001,-0.5,-0.04,0,0,0,0,-3.66
2.9105606813573104e-12,0,0,0,0,0,5.551115123125783e-17,0,-0.06,0,0,0,-0.19999999999999996,0.6
-1.5,0,0,0.15,0,-0.16666666666666663,0,-0.15,-0.03,0,0,0.3,0,-6.76
19.00000000000291,0,0,-0.15,0,0.08333333333333337,0.95,0,-0.04,0,0,0,-0.3999999999999999,5.98
2.9105606813573104e-12,0,0.2,-0.15,0,2.7755575615628914e-17,-0.2,-0.15,0,0,0,0,0.20000000000000007,-6.81
2.9105606813573104e-12,0,0,-0.15,0,0.24999999999999994,0.0500000000000001,0,-0.06,0,0,0,-0.20000000000000007,0.73
-3.8000000000029104,0,0,0.3,0,-0.25,0.35000000000000003,0,0,0,0,0,0.4,-0.8
1.8000000000029104,0,0,-0.15,0,0.2833333333333334,0.0500000000000001,-0.65,0,0,0,0,-0.2,2.76
1.0000000000029106,0,0,0.15,0,-0.08333333333333337,-0.65,-0.15,0,0,0,0,0.4,-2.19
-4.8,0,0,0,0,0.050000000000000044,0.4500000000000001,0.15,-0.06,0,0,0,0.2,-1.94
1.300000000005821,0,0,-0.3,0,0.3833333333333333,-0.09999999999999998,0.15,0.06,0,0,0,-0.4,6.42
-2.9999999999970894,0,0,-0.15,0,0.15000000000000002,0.6000000000000001,-0.7,0.14,0,0,-0.3,-0.2,-3.39
-4.80000000000291,0,0,0,0,0.33333333333333337,-0.8999999999999999,0,0,0,0,0.3,0.2,-4.12
2.9105606813573104e-12,0,0,0,0,0.06666666666666665,0.04999999999999999,0,0,0,0,0,0.19999999999999996,-1.48
-1,0,0.2,0,0,-0.13333333333333336,0.2500000000000001,0,-0.12,0,0,0,0,-1.28
0,0,0,0,0,-0.03333333333333327,-0.19999999999999996,0,0,0,0,0,0.4,-0.16
-3.8,0,-0.2,-0.3,0,-0.2166666666666667,0.29999999999999993,-0.15,0,0,0,0,-0.6000000000000001,4.46
22.80000000000291,0,0,-0.15,0,0.48333333333333334,-0.25,0,-0.09,0,0,0,-0.20000000000000007,7.52
-4.3653969328261155e-12,0,0,0.15,0,0,0.4000000000000001,0,0,0,0,0,0.20000000000000007,-3.74
-3.8,0,0,-0.15,0,-0.24999999999999997,0.4000000000000001,0.15,0.06,0,0,0,0,3.2
0.9999999999956346,0,0,0,0,-0.18333333333333335,-0.65,0.15,-0.19999999999999998,0,0,0,0,-6.42
-1.3000000000029104,0,0.2,0,0,-0.5666666666666667,1.25,0.3,0.06,0,0,0,-0.4000000000000001,-7.38
3,0,0,0.3,0,-0.4000000000000001,0.6000000000000001,0.19999999999999998,-0.21,0,0,-0.3,0.2,-9.03
2.9105606813573104e-12,0,0,-0.15,0.14999999999999997,-0.03333333333333327,-1.0999999999999999,0,0.12,0,0,0,0,-4.06
2.9105606813573104e-12,0,0,-0.3,0,-0.0333333333333333,-0.2,0,0,0,0,0,-0.6000000000000001,-3.77
2.0000000000029097,-0.35,0,0,0,0.15000000000000002,-0.5,-0.15,0.22,0,0,0,-0.4000000000000001,5.11
26.000000000002913,0,0,-0.15,0,0.033333333333333326,0.29999999999999993,-0.15,0.06,0,0,0,0.2,-10.27
22.80000000000291,0,0,-0.15,0,0.05000000000000002,-0.45,0.15,0.03,0,0,0,0.2,6.84
-1.9999999999970894,0,-0.2,-0.15,0,-0.08333333333333337,0.95,-0.15,0.03,0,0,-0.3,0.4000000000000001,-3.38
3.5,0,0,0.15,0,-0.24999999999999994,1.15,0.15,0,0,0,0,0,-6.84
-0.9999999999970903,0,-0.2,0.15,0,0.11666666666666665,-0.3,0,-0.03,0,0,0,0,1.29
1.0000000000029106,0,-0.2,0,0,-0.016666666666666663,-0.4,0,0,0,0,0,0.6,-0.59
-19.99999999999418,0,0,-0.15,0.14999999999999997,-0.033333333333333326,-0.5,0,-0.03,0,0,0,-0.2,-7.88
-0.9999999999970894,0,0,0.3,0,0.050000000000000044,-0.2,0.15,0,0,0,0,0.4000000000000001,1.13
1,0,-0.2,0,0,-0.11666666666666664,-0.7,0,0.12,0,0,0,-0.4000000000000001,-3.23
2.9105606813573104e-12,0,0,0,0,0.033333333333333326,0.2500000000000001,0,0,0,0,0,0.20000000000000007,-4.31
-16.49999999999709,0,0.2,0.15,0,0.1333333333333333,0.6500000000000001,0.5,-0.06,0,0,0,-0.2,-7.18
2.9105606813573104e-12,0,0,0,0,0.0666666666666666,0.2500000000000001,0,0.03,0,0,0,0.19999999999999996,-1.04
-22,0,0,0,0,0.033333333333333354,-0.8500000000000001,0.3,-0.06,0,0,0,0.20000000000000007,-8.78
-1,0,0,-0.15,0,0.04999999999999999,0.2,-0.15,0,0,0,0,0.2,0.16
-1.4566126083082054e-12,0,0,-0.15,0,-0.0666666666666666,0.4500000000000001,0,-0.24,0,0,-0.3,0,-0.13
-5.30000000000291,0,0.2,0.15,0,-0.25,-0.45,0.5,-0.06,0,0,0,0.2,-7.18
0,0,0,0.3,0,0.5,-0.04999999999999999,0,0.18,0,0,0,-0.20000000000000007,-4.97
2.9105606813573104e-12,0,0,-0.15,0,5.551115123125783e-17,-0.8500000000000001,0,0,0,0,0,-0.4,2.81
-20.49999999999709,0,-0.2,0,0,0.04999999999999999,-0.15000000000000002,0.65,0,0,0,0,0.2,8.1
4.80000000000291,0,0.2,0.15,0,0.16666666666666666,-0.4,-0.15,0.09,0,0,0,-0.6000000000000001,-3.72
12.00000000000291,0,0,0,0,0.10000000000000003,0.2,-1,0.06,0,0,0,0.2,-8.05
1,0,0,0,0,0.16666666666666663,0.09999999999999992,0.65,0,0,0,0,-0.4000000000000001,-8.83
-7.275957614183426e-12,0,0,0.15,-0.29999999999999993,-0.09999999999999995,0.35000000000000003,0,0,0,0,0,-0.2,-5.91
0,0,0,-0.15,0,0,1.2999999999999998,0.15,0,0,0,0,0,0
-7.275957614183426e-12,0,0,-0.15,-0.14999999999999997,-0.0333333333333333,-0.6,0,-0.06,0,0,0,-0.8,0
2.9105606813573104e-12,0,0,0,0,0.033333333333333326,0.2500000000000001,0,0,0,0,0,-1,-3.9
3.5,0,0,-0.15,0,0.08333333333333334,-0.45,-0.15,-0.06,0,0,0,-0.6000000000000001,-5.71
19.00000000000291,0,0,0,0,0.050000000000000044,0.6500000000000001,0,0,0,0,0,0,7.09
3,0,-0.2,0.15,0,0.06666666666666665,0.04999999999999999,0.5,-0.06,0,0,0,0,-6.48
2.8000000000029104,0,0.4,0,0,0.05000000000000002,0.4500000000000001,0.15,0,0,0,0,0.20000000000000007,-6.79
-5.80000000000291,0,0,0,0,-0.1166666666666667,0.04999999999999999,-0.44999999999999996,0,0,0,0,0.2,4.37
29.30000000000291,0,0,0,0,0.30000000000000004,0.7,0.7,0.09,0,0,-0.3,-0.4,0.21
4.500000000002911,0,0,-0.15,-0.14999999999999997,-0.2,0.04999999999999999,-0.15,-0.010000000000000002,0,0,0,0.2,-0.84
-1.7999999999999998,0,0,0,0,-0.3166666666666667,0.8999999999999999,0.7,0,0,0,0,0.20000000000000007,-4.49
-4.80000000000291,0,-0.2,0,0,-0.19999999999999998,0.15000000000000002,-0.44999999999999996,0,0,0,0,0,-6.18
-18.19999999999418,0,0,0.15,0.14999999999999997,0.09999999999999998,-0.25,-0.8,0.03,0,0,0,0,5.88
8.30000000000291,0,0,0.15,0,0.03333333333333338,0.6500000000000001,0,0.010000000000000009,0,0,0,-0.4,4.86
-16.19999999999709,0,-0.2,-0.15,0.14999999999999997,0.43333333333333335,-0.3,0.15,-0.07,0,0,0,-0.2,-1.8
-3.5000000000014557,0,0.2,0,0,0.29999999999999993,-0.25,-0.3,0,0,0,0,0,2.37
21.50000000000291,0,0,0,0,-0.13333333333333333,0.25,0,0,0,0,0,-0.2,6.99
0,0,-0.2,-0.15,0,2.7755575615628914e-17,0.25,0,0.06,0,0,0,-0.20000000000000007,-3.07
-1,0,0,0.3,0,-0.13333333333333336,0.55,0.15,0.06,0,0,0,-0.20000000000000007,-4.45
-1,0,0.2,-0.15,0,0.050000000000000044,1.4,0,-0.04,0,0,0,0,0.66
1.5000000000058238,0,0,-0.15,0.14999999999999997,0.033333333333333326,0.0500000000000001,0.15,0.07,0,0,0,0.20000000000000007,-4.62
22.50000000000291,0,0.2,0,0,0.21666666666666667,0.25,-0.19999999999999998,-0.06,0,0,0,-0.8,10.09
0,0,0,0,0,-0.2833333333333334,-0.04999999999999999,0,0,0,0,0,0,-4.75
2,0,0,0,0,0.1166666666666667,-0.19999999999999996,0.5499999999999999,0.18,0,0,0.3,0,4.12
2.4999999999956346,0,0,0,0,0.08333333333333331,-0.4,0.15,0.06,0,0,0,-0.20000000000000007,-1.35
22.50000000000582,0,0,-0.15,0.29999999999999993,-0.3833333333333333,0.25,-0.15,-0.020000000000000004,0,0,0,0.20000000000000007,9.23
5.000000000005823,0,0,0,-0.14999999999999997,-0.5,0.6500000000000001,0,0.12,0,0,0,0,-5.54
0,0,0,0,0,0.25,0.4000000000000001,0,0.03,0,0,0,-0.4000000000000001,3.42
